DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
26-Aug-2025,EQ,"3,129.00","3,162.00","3,120.00","3,140.60","3,157.00","3,157.20","3,152.41","4,592.25","2,991.60",5522097,"17,40,79,35,331.00",173962
25-Aug-2025,EQ,"3,087.30","3,152.00","3,077.10","3,054.00","3,142.10","3,140.60","3,133.79","4,592.25","2,991.60",3448370,"10,80,64,64,376.70",200973
22-Aug-2025,EQ,"3,086.00","3,095.70","3,050.00","3,102.60","3,054.70","3,054.00","3,068.45","4,592.25","2,991.60",1593791,"4,89,04,62,450.30",82740
21-Aug-2025,EQ,"3,130.00","3,130.00","3,083.10","3,098.60","3,100.00","3,102.60","3,107.84","4,592.25","2,991.60",3230726,"10,04,05,86,025.70",119697
20-Aug-2025,EQ,"3,010.90","3,103.40","3,010.90","3,016.20","3,094.80","3,098.60","3,078.21","4,592.25","2,991.60",4952358,"15,24,44,01,986.40",190110
19-Aug-2025,EQ,"3,011.20","3,025.00","3,011.10","3,011.20","3,018.00","3,016.20","3,016.58","4,592.25","2,991.60",2650784,"7,99,62,91,836.90",119303
18-Aug-2025,EQ,"3,046.50","3,049.00","3,003.40","3,022.30","3,013.00","3,011.20","3,015.34","4,592.25","2,991.60",2945609,"8,88,20,05,616.60",137367
14-Aug-2025,EQ,"3,034.00","3,055.90","3,019.10","3,036.20","3,022.50","3,022.30","3,032.52","4,592.25","2,991.60",3342174,"10,13,52,12,616.40",194661
13-Aug-2025,EQ,"3,036.10","3,044.40","3,028.60","3,035.40","3,035.00","3,036.20","3,037.72","4,592.25","2,991.60",2148166,"6,52,55,33,464.30",117340
12-Aug-2025,EQ,"3,041.00","3,096.40","3,026.90","3,040.80","3,039.80","3,035.40","3,057.38","4,592.25","2,991.60",3358232,"10,26,73,95,734.80",165565
11-Aug-2025,EQ,"3,036.40","3,049.90","3,021.30","3,036.40","3,042.00","3,040.80","3,040.50","4,592.25","2,991.60",1884215,"5,72,89,58,255.60",132617
08-Aug-2025,EQ,"3,048.10","3,059.80","3,025.00","3,047.00","3,031.90","3,036.40","3,043.58","4,592.25","2,991.60",2762140,"8,40,68,05,181.00",119961
07-Aug-2025,EQ,"3,016.00","3,051.60","3,010.90","3,032.30","3,049.10","3,047.00","3,032.09","4,592.25","2,991.60",2543076,"7,71,08,29,083.30",138156
06-Aug-2025,EQ,"3,063.00","3,066.80","3,026.00","3,063.90","3,031.60","3,032.30","3,037.10","4,592.25","2,991.60",1487081,"4,51,64,12,670.50",109992
05-Aug-2025,EQ,"3,074.40","3,077.50","3,042.00","3,074.40","3,060.00","3,063.90","3,057.96","4,592.25","2,991.60",1927996,"5,89,57,39,286.30",118848
04-Aug-2025,EQ,"3,009.10","3,079.40","2,991.60","3,003.00","3,078.70","3,074.40","3,046.24","4,592.25","2,991.60",2519252,"7,67,42,44,863.50",154005
01-Aug-2025,EQ,"3,029.90","3,036.80","3,000.00","3,036.80","3,001.10","3,003.00","3,013.79","4,592.25","3,000.00",2053847,"6,18,98,63,144.50",154119
31-Jul-2025,EQ,"3,041.70","3,059.80","3,015.00","3,053.60","3,033.20","3,036.80","3,034.36","4,592.25","3,015.00",2968371,"9,00,71,05,954.30",199367
30-Jul-2025,EQ,"3,060.00","3,069.00","3,047.20","3,056.00","3,052.10","3,053.60","3,058.58","4,592.25","3,041.20",2880121,"8,80,90,78,906.80",127490
29-Jul-2025,EQ,"3,060.00","3,074.00","3,041.20","3,079.30","3,057.00","3,056.00","3,056.04","4,592.25","3,041.20",4785312,"14,62,40,90,930.70",247039
28-Jul-2025,EQ,"3,110.00","3,118.00","3,069.90","3,135.80","3,085.80","3,079.30","3,092.56","4,592.25","3,056.05",3374473,"10,43,57,52,450.00",273133
25-Jul-2025,EQ,"3,140.00","3,156.90","3,125.60","3,148.00","3,140.00","3,135.80","3,140.77","4,592.25","3,056.05",2568917,"8,06,83,75,805.90",105704
24-Jul-2025,EQ,"3,165.10","3,173.70","3,140.00","3,179.10","3,144.90","3,148.00","3,155.37","4,592.25","3,056.05",2934778,"9,26,03,12,011.30",102612
23-Jul-2025,EQ,"3,159.60","3,182.00","3,157.60","3,159.60","3,175.00","3,179.10","3,169.59","4,592.25","3,056.05",1922875,"6,09,47,30,938.80",96628
22-Jul-2025,EQ,"3,159.60","3,180.10","3,154.60","3,158.20","3,164.70","3,159.60","3,163.54","4,592.25","3,056.05",3198036,"10,11,71,07,299.10",138279
21-Jul-2025,EQ,"3,190.00","3,197.60","3,152.00","3,189.90","3,158.90","3,158.20","3,162.44","4,592.25","3,056.05",3844346,"12,15,75,19,336.90",195683
18-Jul-2025,EQ,"3,225.00","3,228.80","3,187.00","3,209.20","3,189.60","3,189.90","3,201.13","4,592.25","3,056.05",3432645,"10,98,83,48,160.40",195464
17-Jul-2025,EQ,"3,224.10","3,242.00","3,204.10","3,233.10","3,207.70","3,209.20","3,220.48","4,592.25","3,056.05",2947640,"9,49,28,07,475.50",157207
16-Jul-2025,EQ,"3,227.00","3,244.90","3,220.60","3,252.30","3,230.90","3,233.10","3,235.91","4,592.25","3,056.05",2540733,"8,22,15,86,412.60",172998
15-Jul-2025,EQ,"3,206.00","3,259.40","3,206.00","3,222.70","3,252.00","3,252.30","3,243.32","4,592.25","3,056.05",2590889,"8,40,30,81,368.10",171257
14-Jul-2025,EQ,"3,266.00","3,272.00","3,200.00","3,266.00","3,227.50","3,222.70","3,224.72","4,592.25","3,056.05",3924009,"12,65,38,11,861.80",396894
11-Jul-2025,EQ,"3,299.90","3,335.00","3,261.10","3,382.00","3,264.50","3,266.00","3,295.45","4,592.25","3,056.05",7635550,"25,16,25,51,686.40",552284
10-Jul-2025,EQ,"3,380.00","3,399.00","3,356.00","3,383.80","3,395.00","3,382.00","3,379.02","4,592.25","3,056.05",3035012,"10,25,53,61,029.90",176792
09-Jul-2025,EQ,"3,410.00","3,414.00","3,367.00","3,406.20","3,386.00","3,383.80","3,387.16","4,592.25","3,056.05",2034938,"6,89,26,61,354.30",191376
08-Jul-2025,EQ,"3,405.00","3,425.00","3,393.40","3,411.70","3,406.00","3,406.20","3,407.01","4,592.25","3,056.05",2325242,"7,92,21,16,743.70",178045
07-Jul-2025,EQ,"3,418.30","3,426.10","3,408.40","3,419.80","3,410.60","3,411.70","3,417.70","4,592.25","3,056.05",1639174,"5,60,22,06,127.80",73810
04-Jul-2025,EQ,"3,408.00","3,427.00","3,390.10","3,400.80","3,420.00","3,419.80","3,413.91","4,592.25","3,056.05",1109320,"3,78,71,17,009.90",87593
03-Jul-2025,EQ,"3,430.00","3,435.30","3,397.60","3,423.30","3,400.00","3,400.80","3,414.55","4,592.25","3,056.05",2531870,"8,64,52,07,975.40",131370
02-Jul-2025,EQ,"3,487.20","3,489.90","3,420.00","3,429.70","3,423.50","3,423.30","3,445.44","4,592.25","3,056.05",3090585,"10,64,84,36,048.10",111947
01-Jul-2025,EQ,"3,455.00","3,485.00","3,413.50","3,462.00","3,430.00","3,429.70","3,439.04","4,592.25","3,056.05",2375183,"8,16,83,54,151.00",125874
30-Jun-2025,EQ,"3,439.90","3,464.90","3,430.00","3,441.10","3,460.00","3,462.00","3,452.05","4,592.25","3,056.05",1468351,"5,06,88,27,379.20",130938
27-Jun-2025,EQ,"3,455.00","3,466.40","3,431.00","3,441.80","3,445.00","3,441.10","3,445.16","4,592.25","3,056.05",1778433,"6,12,69,78,962.50",122369
26-Jun-2025,EQ,"3,444.80","3,451.40","3,415.30","3,444.80","3,443.00","3,441.80","3,437.70","4,592.25","3,056.05",2879106,"9,89,75,01,153.90",143687
25-Jun-2025,EQ,"3,407.30","3,450.00","3,400.00","3,390.40","3,443.00","3,444.80","3,422.33","4,592.25","3,056.05",1757699,"6,01,54,21,913.00",101280
24-Jun-2025,EQ,"3,434.60","3,442.10","3,382.00","3,393.60","3,392.00","3,390.40","3,408.47","4,592.25","3,056.05",3403048,"11,59,91,75,864.40",178183
23-Jun-2025,EQ,"3,415.00","3,425.00","3,370.00","3,435.70","3,392.00","3,393.60","3,392.20","4,592.25","3,056.05",3123421,"10,59,52,71,627.80",153401
20-Jun-2025,EQ,"3,425.00","3,446.30","3,410.90","3,424.00","3,429.10","3,435.70","3,432.16","4,592.25","3,056.05",2351248,"8,06,98,55,528.70",100374
19-Jun-2025,EQ,"3,450.00","3,451.00","3,413.00","3,451.40","3,420.00","3,424.00","3,426.54","4,592.25","3,056.05",2672768,"9,15,83,51,862.50",125292
18-Jun-2025,EQ,"3,519.10","3,538.00","3,443.10","3,515.30","3,455.00","3,451.40","3,483.78","4,592.25","3,056.05",2696327,"9,39,33,97,237.60",103359
17-Jun-2025,EQ,"3,510.00","3,520.00","3,488.10","3,496.30","3,512.00","3,515.30","3,511.25","4,592.25","3,056.05",2111940,"7,41,55,51,942.20",145498
16-Jun-2025,EQ,"3,440.00","3,509.00","3,426.20","3,445.70","3,496.20","3,496.30","3,493.01","4,592.25","3,056.05",1934088,"6,75,57,88,711.20",109847
13-Jun-2025,EQ,"3,393.20","3,450.50","3,393.20","3,434.20","3,447.40","3,445.70","3,436.18","4,592.25","3,056.05",2178493,"7,48,56,89,915.90",140820
12-Jun-2025,EQ,"3,471.90","3,474.70","3,423.20","3,471.90","3,432.00","3,434.20","3,447.13","4,592.25","3,056.05",4060134,"13,99,57,94,452.10",164333
11-Jun-2025,EQ,"3,470.00","3,489.00","3,449.10","3,462.90","3,470.80","3,471.90","3,471.90","4,592.25","3,056.05",2847013,"9,88,45,49,517.90",163525
10-Jun-2025,EQ,"3,440.00","3,485.80","3,423.20","3,421.90","3,461.90","3,462.90","3,462.61","4,592.25","3,056.05",2419874,"8,37,90,90,971.30",109195
09-Jun-2025,EQ,"3,400.00","3,434.00","3,390.90","3,384.20","3,423.00","3,421.90","3,420.68","4,592.25","3,056.05",1718678,"5,87,90,53,289.40",73412
06-Jun-2025,EQ,"3,371.10","3,390.90","3,358.70","3,371.10","3,388.00","3,384.20","3,376.59","4,592.25","3,056.05",2070390,"6,99,08,55,288.40",94941
05-Jun-2025,EQ,"3,409.00","3,409.00","3,363.70","3,380.90","3,374.00","3,371.10","3,380.39","4,592.25","3,056.05",3584683,"12,11,76,23,680.00",129913
04-Jun-2025,EQ,"3,389.00","3,394.80","3,370.00","3,405.20","3,381.00","3,380.90","3,382.86","4,592.25","3,056.05",2544807,"8,60,87,17,239.60",185107
03-Jun-2025,EQ,"3,446.00","3,473.50","3,400.50","3,449.80","3,411.40","3,405.20","3,418.44","4,592.25","3,056.05",2848125,"9,73,61,54,029.80",195278
02-Jun-2025,EQ,"3,450.00","3,460.00","3,418.60","3,463.40","3,445.80","3,449.80","3,441.46","4,592.25","3,056.05",1877585,"6,46,16,35,240.30",105414
30-May-2025,EQ,"3,490.00","3,506.70","3,453.10","3,498.10","3,460.00","3,463.40","3,473.80","4,592.25","3,056.05",3404365,"11,82,60,74,213.60",104081
29-May-2025,EQ,"3,504.70","3,532.50","3,486.50","3,497.70","3,494.00","3,498.10","3,500.24","4,592.25","3,056.05",3188072,"11,15,90,21,439.90",146463
28-May-2025,EQ,"3,520.00","3,529.00","3,493.00","3,498.70","3,500.10","3,497.70","3,501.32","4,592.25","3,056.05",1222933,"4,28,18,80,586.60",80594
27-May-2025,EQ,"3,532.00","3,540.00","3,483.10","3,537.30","3,501.00","3,498.70","3,500.34","4,592.25","3,056.05",2467680,"8,63,77,18,829.70",165908
26-May-2025,EQ,"3,521.00","3,545.00","3,510.10","3,514.60","3,538.00","3,537.30","3,536.37","4,592.25","3,056.05",967470,"3,42,13,30,419.50",67043
23-May-2025,EQ,"3,477.00","3,535.00","3,465.60","3,477.00","3,508.00","3,514.60","3,511.99","4,592.25","3,056.05",1274331,"4,47,54,40,377.40",71383
22-May-2025,EQ,"3,495.00","3,497.80","3,451.30","3,525.80","3,483.40","3,477.00","3,473.54","4,592.25","3,056.05",2034383,"7,06,65,03,817.80",138574
21-May-2025,EQ,"3,508.00","3,537.00","3,498.30","3,498.30","3,521.10","3,525.80","3,523.98","4,592.25","3,056.05",1440153,"5,07,50,75,089.30",72782
20-May-2025,EQ,"3,531.80","3,558.00","3,494.00","3,518.80","3,503.00","3,498.30","3,515.81","4,592.25","3,056.05",2038374,"7,16,65,41,410.90",138343
19-May-2025,EQ,"3,550.00","3,550.00","3,503.70","3,561.30","3,518.00","3,518.80","3,522.37","4,592.25","3,056.05",2537377,"8,93,75,85,448.80",129050
16-May-2025,EQ,"3,593.90","3,593.90","3,546.10","3,579.90","3,561.30","3,561.30","3,559.81","4,592.25","3,056.05",1666727,"5,93,32,24,873.80",117749
15-May-2025,EQ,"3,564.00","3,600.00","3,514.10","3,548.70","3,576.50","3,579.90","3,565.55","4,592.25","3,056.05",3548330,"12,65,17,35,793.00",172937
14-May-2025,EQ,"3,521.00","3,561.00","3,508.60","3,515.00","3,547.00","3,548.70","3,543.04","4,592.25","3,056.05",2119499,"7,50,94,59,955.30",136543
13-May-2025,EQ,"3,620.40","3,623.00","3,510.50","3,620.40","3,518.00","3,515.00","3,541.51","4,592.25","3,056.05",3062887,"10,84,72,50,162.20",221289
12-May-2025,EQ,"3,505.00","3,630.50","3,502.20","3,440.30","3,626.50","3,620.40","3,577.93","4,592.25","3,056.05",2228678,"7,97,40,51,782.10",146104
09-May-2025,EQ,"3,399.00","3,446.20","3,398.10","3,448.90","3,439.90","3,440.30","3,428.44","4,592.25","3,056.05",2531757,"8,67,99,86,664.60",151453
08-May-2025,EQ,"3,448.00","3,477.00","3,428.70","3,445.10","3,434.20","3,448.90","3,451.58","4,592.25","3,056.05",2543591,"8,77,94,05,820.40",116139
07-May-2025,EQ,"3,420.60","3,459.50","3,420.60","3,460.00","3,448.00","3,445.10","3,442.07","4,592.25","3,056.05",1477128,"5,08,43,83,270.50",89334
06-May-2025,EQ,"3,460.00","3,473.00","3,437.00","3,454.30","3,451.60","3,460.00","3,458.05","4,592.25","3,056.05",1324763,"4,58,11,01,196.30",65526
05-May-2025,EQ,"3,450.00","3,504.50","3,446.40","3,444.70","3,454.60","3,454.30","3,466.59","4,592.25","3,056.05",1284443,"4,45,26,37,028.70",96657
02-May-2025,EQ,"3,472.00","3,491.50","3,420.00","3,453.70","3,438.00","3,444.70","3,450.76","4,592.25","3,056.05",2115624,"7,30,05,05,304.30",124212
30-Apr-2025,EQ,"3,472.00","3,509.90","3,366.00","3,472.50","3,431.80","3,453.70","3,464.02","4,592.25","3,056.05",2809332,"9,73,15,86,389.30",129048
29-Apr-2025,EQ,"3,455.00","3,495.00","3,430.40","3,443.50","3,473.00","3,472.50","3,470.18","4,592.25","3,056.05",1578332,"5,47,70,91,995.80",95060
28-Apr-2025,EQ,"3,435.00","3,457.80","3,405.00","3,448.00","3,441.00","3,443.50","3,438.58","4,592.25","3,056.05",1593296,"5,47,86,82,188.50",94204
25-Apr-2025,EQ,"3,420.00","3,477.80","3,405.00","3,401.60","3,434.00","3,448.00","3,442.01","4,592.25","3,056.05",2742991,"9,44,14,14,787.60",151400
24-Apr-2025,EQ,"3,401.10","3,412.50","3,387.70","3,413.00","3,406.00","3,401.60","3,398.95","4,592.25","3,056.05",2252175,"7,65,50,36,870.70",158061
23-Apr-2025,EQ,"3,365.00","3,420.90","3,337.30","3,314.40","3,405.00","3,413.00","3,398.75","4,592.25","3,056.05",3543923,"12,04,48,99,557.30",164989
22-Apr-2025,EQ,"3,322.60","3,333.90","3,295.00","3,321.60","3,312.50","3,314.40","3,315.22","4,592.25","3,056.05",2710498,"8,98,58,99,446.70",151282
21-Apr-2025,EQ,"3,290.10","3,354.00","3,284.10","3,298.90","3,319.00","3,321.60","3,325.96","4,592.25","3,056.05",2432946,"8,09,18,78,392.80",127748
